1,3C:A3:08:AD:F3:BA,-64
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-72
1,3C:A3:08:AD:F3:BA,-69
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-73
1,3C:A3:08:AD:F3:BA,-83
2,3C:A3:08:AD:EC:98,-73
3,3C:A3:08:AD:EC:BE,-71
1,3C:A3:08:AD:F3:BA,-66
2,3C:A3:08:AD:EC:98,-73
3,3C:A3:08:AD:EC:BE,-71
1,3C:A3:08:AD:F3:BA,-89
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-72
1,3C:A3:08:AD:F3:BA,-75
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-71
1,3C:A3:08:AD:F3:BA,-77
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-71
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-71
3,3C:A3:08:AD:EC:BE,-70
1,3C:A3:08:AD:F3:BA,-65
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-76
1,3C:A3:08:AD:F3:BA,-65
2,3C:A3:08:AD:EC:98,-75
3,3C:A3:08:AD:EC:BE,-78
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-75
3,3C:A3:08:AD:EC:BE,-77
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-78
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-75
3,3C:A3:08:AD:EC:BE,-78
1,3C:A3:08:AD:F3:BA,-70
2,3C:A3:08:AD:EC:98,-75
3,3C:A3:08:AD:EC:BE,-72
1,3C:A3:08:AD:F3:BA,-66
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-82
1,3C:A3:08:AD:F3:BA,-65
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-78
1,3C:A3:08:AD:F3:BA,-65
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-78
1,3C:A3:08:AD:F3:BA,-69
2,3C:A3:08:AD:EC:98,-74
3,3C:A3:08:AD:EC:BE,-78
1,3C:A3:08:AD:F3:BA,-69
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-71
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-82
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-82
1,3C:A3:08:AD:F3:BA,-70
2,3C:A3:08:AD:EC:98,-75
3,3C:A3:08:AD:EC:BE,-82
1,3C:A3:08:AD:F3:BA,-65
2,3C:A3:08:AD:EC:98,-76
3,3C:A3:08:AD:EC:BE,-72
1,3C:A3:08:AD:F3:BA,-71
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-82
1,3C:A3:08:AD:F3:BA,-68
2,3C:A3:08:AD:EC:98,-72
3,3C:A3:08:AD:EC:BE,-81
1,3C:A3:08:AD:F3:BA,-71
